0,1,2,3,4,5,6,7,8,Y
0.8156483372435971,0.27432684282790953,0.0008253604280561433,0.7465858189517198,0.23963903553401245,0.20903431754478874,0.08917127370248756,0.8293380805717766,0.5193572441456347,1.6130881018344114
0.2674188206250111,0.36340182424991374,0.7147487715512475,0.4493515468707938,0.33138160839140773,0.6051942483260077,0.5416655511450986,0.40407452504732233,0.1462732832731921,2.1951049636008637
0.34821127630776494,0.729602273278967,0.609887239476512,0.3490548345660037,0.11495541396256115,0.8269250676497684,0.2478671832142071,0.5568672660249985,0.44574689965121594,2.1274002010584607
0.6683262757603625,0.9082126896259668,0.09790675796762971,0.9525688269913366,0.9253546699236395,0.43051767966013155,0.07213118928134532,0.9955575346963058,0.47336394828477146,2.930268023274623
0.8265789323239774,0.9342084533030856,0.19159574152197212,0.743479395534903,0.23142078262210708,0.5002324923477076,0.6646319412486504,0.2626076064150795,0.20079058887123546,2.2334734999100583
0.24467919466049182,0.40575033041956077,0.08979744655537625,0.3593587698304602,0.7111763784910223,0.7677529356158803,0.3839946271527417,0.8277820721588414,0.09907757375343518,2.3888572357737776
0.7418102630374762,0.843327433164404,0.6182895506230176,0.8703781555532737,0.7031403671589392,0.495163530028492,0.5633323290466724,0.1684169294545328,0.2844365515459234,3.2249196927103307
0.6354973619975297,0.05174131855417763,0.29731574415915274,0.5019019589741794,0.36234774136311676,0.8745145122304789,0.08404911605795684,0.41035590490217866,0.0761781896299808,2.053341568014713
0.5332504470233139,0.4672658443045188,0.30894402502973195,0.9091185233579773,0.7051716109963237,0.6064665566686054,0.22979580658120136,0.7009349599899545,0.9051975413367239,3.0089812373851186
0.34147397707193994,0.17157184183365626,0.3738405492497039,0.7951548383425094,0.350219288557158,0.06824996451255216,0.7261762955059947,0.44976641573873943,0.6026976313618543,2.4230001707261533
0.883534869706065,0.48307039490054493,0.5876666773635735,0.218214859041704,0.346813366124442,0.08680933111522326,0.04560222522941004,0.14603246269579073,0.3310736644606169,1.6788582482920342
0.2744953643206812,0.358779551591629,0.9759619446581353,0.3422711039103259,0.8941722465878817,0.46286358691612717,0.8410984759815516,0.519186290691623,0.7077115313069343,3.5015827645958626
0.3768028525917373,0.8425834889556965,0.31723954750852,0.4752410615962789,0.8259549082758848,0.27112402832604854,0.6078453472970521,0.06019309785462812,0.39545027212829,2.690609110616692
0.23242327702752585,0.9585003528651636,0.9201125212128296,0.38937038956242376,0.886184165593212,0.7268126493526126,0.1932933851320987,0.9345443584912198,0.9913087357805658,3.5829158597754636
0.385356096306922,0.7834933083377655,0.027993979814425862,0.8146812643298859,0.8663234594514573,0.8700256421309983,0.2550535717829182,0.3806018724426955,0.6713579262897361,3.0681343419935487
0.5880221013236148,0.9939264621057815,0.16916015807877682,0.45252846906515465,0.700628386842315,0.9580072144382247,0.5402439650511902,0.6608106974558249,0.1064645350501604,2.8339822216401007
0.3763463846978278,0.025962566922096975,0.3238713328325832,0.5470322028125332,0.13450498319655213,0.5618542379086008,0.6104635879555594,0.22326334114493396,0.04956526718594512,1.6997330571835596
0.4359836963003616,0.9203531008338031,0.15279936471813038,0.12844729579899994,0.5495251094347369,0.41382662304979245,0.9304404533589059,0.27027936920232554,0.4773315316267044,2.4397464983949573
0.8750758250223893,0.9054885084300345,0.014171670711576989,0.7610512633755395,0.1399464032509744,0.1331145065285414,0.5588026800891219,0.047716863291730194,0.283730025870885,1.6687707690706077
0.43855152672639774,0.01805128951473478,0.039888830931474106,0.6017278295522523,0.8321528614657085,0.6399486010212752,0.7937683769592622,0.5197479632239868,0.8411224955374215,3.2243197394086147
0.7840420537532289,0.23032287929962514,0.917654680072874,0.05168541521247627,0.8563024825202226,0.7774327251001801,0.18428574692083421,0.9717478766614046,0.368138920036849,2.9016596950789824
0.7278887609416032,0.9768210068328117,0.7605980402396818,0.8036353491467108,0.07081111013396812,0.9875705557993397,0.5812594119557689,0.5166910309665909,0.04976296197771535,2.7524130529176905
0.9042266845526576,0.19095078373102314,0.949218179604935,0.9118175334464543,0.48124411254181776,0.2812550170418693,0.9903225058825851,0.23806815847569762,0.20916363507409386,3.10893213606931
0.2440977517262254,0.2869548371778061,0.865697309099617,0.3405382090765898,0.4215377014396452,0.4706347519353915,0.36721716366758017,0.245483982530187,0.5419897630934049,2.2768943028643966
0.14712887969694977,0.013989261145952891,0.3874807755641142,0.9204371738119267,0.04729757500026377,0.8717653548099835,0.9771562506134601,0.2740621171778229,0.28341949547601286,2.5766032624598383
0.22109780510226518,0.014539767868003706,0.9347571777313824,0.49930361747453067,0.13752815644566696,0.9385608765367126,0.32676043976951274,0.18613314120821844,0.06179490711915869,2.189988978612414
0.12814975200034007,0.9036926001966281,0.01601333130197402,0.9464898533306032,0.48483839699021336,0.9810558299837882,0.36547780469220004,0.8793614974665973,0.8917527670590987,3.0924426202939457
0.45324317461135777,0.07287229612641699,0.563626781583478,0.6156131637250428,0.6131453994570595,0.5287105829878133,0.012660784642894884,0.6486399939722843,0.5679205793048194,2.543854328433129
0.7337417734214898,0.14275067298954158,0.0983153339552183,0.9453333678498702,0.7940159475992041,0.9516350116328716,0.9442278838290441,0.42149223453581075,0.14922138739077617,3.043886190350679
0.17383522868728496,0.1710573346409625,0.7378346452441026,0.7428154408796153,0.40222776552649053,0.7137244576752498,0.018149744407220836,0.9001659278335358,0.01827017009958154,2.4167830910586283
0.6091346490669418,0.8385144809937878,0.8617874212713522,0.4554105510994795,0.30706750670268246,0.37000559468444727,0.9283016116335678,0.361844898817433,0.9530141198362984,3.2550561852851385
0.5935906027111343,0.06073311848823115,0.28577807007821465,0.3617962928597518,0.0019311700094907236,0.4195192878352231,0.8402707858201793,0.45407539155024046,0.5732873757772737,2.029643894486627
