0,1,2,3,Y
0.4672257077368168,0.3922906087194714,0.8455655770993359,0.5796837867259093,0.517737897574947
0.5712327105451374,0.8548291828205964,0.8827333356177176,0.49053847107271187,1.8306868685496456
0.991193525586813,0.49000589049609966,0.2554336797403105,0.5148279539796042,0.8923981916330221
0.7285803208739348,0.011803863497611311,0.3938888650163629,0.6864303923024346,0.81703238671277
0.7614706312798595,0.23545225393626557,0.7392246186593763,0.25536157571038554,1.3237284477415305
0.9373735037245635,0.46579446979431816,0.6736826626119039,0.7623479483131714,1.4255201746294615
0.5471042810588549,0.34738115991789364,0.18527301448551137,0.9435339101571318,1.519348607379825
0.2521693554539266,0.5236204437865477,0.2545445307196883,0.015546562632840044,0.28345615937119384
0.7099317626992755,0.920237645149106,0.42062104875789674,0.5902363450700132,1.1869025257919408
0.4585900892942222,0.28253153315834745,0.5250899476742995,0.019385844926281925,0.4386117426148447
0.08753211808221473,0.02705939124317569,0.2289725844022925,0.03143905353027421,0.24480672124250713
0.3751072512401643,0.005919263828554677,0.8975877568541403,0.3324963889496605,0.6318983013132647
0.04889511159361415,0.171192396686069,0.6826290774042035,0.8205369216092654,0.45877121816478994
0.4656734919136397,0.3659291991811474,0.9672688426382335,0.8320470820798439,0.8027429690965034
0.49672804281221294,0.0030959733725526295,0.14137892790337758,0.34273154497500724,0.26431364131378865
0.5455940993107369,0.0995223487622563,0.4462683061401359,0.3880769646813814,0.6207037819784735
0.5577185031453037,0.5864111214870801,0.09131224300162433,0.9777659912588944,0.8156284966143168
0.6816823234440054,0.41479859397761465,0.5072160583318777,0.0736981051032668,0.8185673691638382
0.052625605131611075,0.08059966694361109,0.9075567548143572,0.2015615018758794,0.17047523946656593
0.9325270078482455,0.9893499133996674,0.509265294381011,0.4375528727944187,1.3502914663772732
0.5060867262064971,0.8403520304410466,0.052839878540080765,0.09299819451678604,0.857551814607442
0.5988093451644865,0.8989204534481061,0.7499251893262566,0.05353175850991798,1.7078499910549585
0.5437691914714446,0.668636367389073,0.7316995935331191,0.1808315303042859,0.974851009714556
0.7960969256912395,0.3939710928214277,0.7365020707377841,0.5577476360512759,1.2725919072192693
0.8239632176979765,0.03902519930811921,0.8939721863486576,0.0020224319203603347,0.23516937624814188
