0,1,2,3,4,5,Y
0.17673062916048798,0.24150619885639446,0.7309906361652067,0.308320144460283,0.10871880330191674,0.36863502614933363,0.3177763755281805
0.5497889795526214,0.27055800991547785,0.9657327853689934,0.7681451204264047,0.431232709592164,0.8842225617820527,0.5896705245415546
0.9163187244748966,0.6152777612409529,0.20711545863653247,0.4311487980190102,0.033972988851733166,0.7989018942327991,0.7834056671690426
0.19014158789345048,0.11870908067977681,0.9103189962548871,0.6108176936729267,0.7509884082953826,0.8431925600075834,1.1747656000181033
0.5721834636968284,0.37555528288411255,0.5766308197677046,0.7365213526157961,0.2397671081738585,0.6447974368711336,2.2690687235600935
0.34849953989022187,0.07675521477862357,0.30532461056558513,0.004712158940772482,0.7217652368563261,0.1361967646726826,0.9281157019132693
0.25308753465700884,0.4061387693017553,0.9230434725906241,0.2687621100244215,0.5882629935881084,0.6669135774276671,0.8135961605655792
0.8947602560787982,0.1879673378655501,0.2566201591075131,0.09893994695814379,0.15927200826501065,0.8932097564080781,1.0600693795425309
0.28242831567122073,0.8626125072169023,0.5350771611058548,0.4229763763275701,0.6870771804006854,0.04519104142058439,2.7702666132506186
0.8039762979013249,0.9015356206049476,0.3144956730264774,0.3420616557664652,0.7799506581532092,0.8261516123639843,1.106332680742812
0.9040457180356214,0.07795128422921338,0.8974074965532429,0.6517444139814861,0.33354802373841586,0.7881400017245149,0.8067113373076303
0.18749108779024504,0.3208065760515364,0.8893482578343073,0.13995767021790684,0.18177385119785439,0.9898541562687591,-0.37852338251127926
0.666526713122518,0.6091947530268039,0.8041393777832958,0.04692989445220397,0.8127132547597198,0.3897892345681492,0.002953018232560334
0.6568158382888672,0.10381328737703777,0.03709645766095526,0.9940290050789053,0.10390191671254334,0.48919448500884766,1.3235055975904702
0.9760943806283915,0.9763766925791575,0.6756266354345238,0.8166085587711345,0.5313364853339062,0.16716029087856044,0.8847271550308683
0.3929982617271952,0.49059206609129347,0.09477290954392326,0.6073816593661056,0.4212270079485223,0.6020654870534148,1.213282987305325
0.22091465446937852,0.21635652444996722,0.8908466498128109,0.909901377549598,0.07085285220881155,0.6708906875035378,-0.20045581523101452
0.8274854675594429,0.16606633526430192,0.8514771835400985,0.25173290777755897,0.01792386579536054,0.9128723923892541,-0.2088388528545605
0.2699520796525291,0.22374507756234918,0.8889483529584896,0.8905885695520447,0.3297375487116192,0.24534310688185645,1.0620683385757665
0.5812736890326909,0.9671393742999677,0.4369954862984038,0.9334180753215036,0.3383638572618384,0.5246359181167664,0.5131884472257112
