0,1,2,3,4,Y
0.22019745805117985,0.0746760285823117,0.7240054748919538,0.864795567356064,0.5007172287895217,1.1760541821109116
0.03769851839137761,0.13848927087350793,0.49507869674435623,0.5486687767549414,0.7392240888818453,0.6708644874096863
0.8696023255648656,0.3504756783297929,0.8848462300616647,0.8713979829639901,0.08356305254976837,1.3655795302316627
0.5710586460688413,0.7279323072233375,0.20861550654936833,0.34953416198231324,0.1727064312248211,2.5811163792548357
0.43498463279118416,0.927642244127931,0.35246148153213264,0.6999967831329695,0.7804342995049196,2.0813379627534543
0.5377169488884207,0.1776054218307913,0.9229596184702551,0.9043926176544651,0.02620750596750765,1.2098466811271313
0.7136587182670858,0.9472568661303956,0.5492629210812463,0.8780366927689784,0.735987892758356,2.5231386693631865
0.45280634146595966,0.3226400746457071,0.18317249660877155,0.2092219454321802,0.08252346435908264,0.4762990971833121
0.996372116920468,0.2832881520947248,0.5594776274548632,0.7877013941034477,0.7095553365876457,2.0593625206906463
0.44131222113181545,0.41788759466495595,0.4041219918887101,0.9268669279613256,0.6893708728645739,1.3891904676485143
0.24021660847169557,0.8069630396216992,0.4630051892947128,0.1689036123176294,0.8491822951974903,2.0119333571316083
0.6303622858639745,0.10425124280774523,0.5902487206022575,0.9523755551708945,0.19398145851361637,2.278300865944682
0.5239326065248978,0.28199259155784506,0.7852290961363747,0.9915037498841937,0.2534512401067911,2.258204516494982
0.2804988836911909,0.16195707974082962,0.36537657287572933,0.1567169953642401,0.3198039226912812,0.5568110805171872
0.6702204272372744,0.7915438254228158,0.6813748654507121,0.5203654574690559,0.21334916868269027,2.0210772415480855
0.5918515149738958,0.55067396316884,0.8153383315038967,0.6162579282957693,0.32461059582428087,1.7079861622129746
0.050787694798083094,0.7968702054296852,0.629536686279359,0.6904397549128285,0.8828132466192214,2.2602751340392495
0.9730052051863407,0.5190166899066313,0.7470018822061839,0.4807984641209384,0.5173791183735668,2.045915946818353
0.42013842908827637,0.9404925650372257,0.22909750329906087,0.48176255545965063,0.834512266147603,1.5511006059240646
0.34303545116202594,0.877767413560251,0.6350686426165996,0.2665678606767887,0.6663418488682962,3.22026879976058
0.2994293906786216,0.6778142550415114,0.6393514375077166,0.9628656443259448,0.1682214544679428,1.6482669236255918
0.14089258631333101,0.45806762536509693,0.2371036667405002,0.9069126054272442,0.2085152948063611,1.0154125555383722
0.775110574828321,0.5681847505885813,0.8053768216185301,0.7664675245127145,0.7790647811105756,2.1291341182473085
0.3982018742951219,0.411043429519922,0.021015367220406977,0.8674302558182709,0.4885269432255561,0.4587857165754834
0.8055538915165151,0.23582599243183,0.9060749762324833,0.21449441812592918,0.8067823914461076,2.4327343006655733
0.2889109349774276,0.13596122618348294,0.21906058171438492,0.18336868682364005,0.09822333368456915,0.8462787212652011
0.6144919563332621,0.7181668485152418,0.6380518949331864,0.3721921510038667,0.49993588006989775,2.0239187341543814
