0,1,2,3,4,5,6,7,Y
0.32765300997018776,0.7810407196912789,0.4404923221127297,0.9872001034430801,0.9574638102354704,0.06454724588710481,0.9834750023483622,0.5637519229711735,2.1318854658341784
0.9832517230211455,0.37139119576468593,0.36207844325244765,0.6466090874169196,0.7305390539676274,0.7978771577165699,0.7382655677915885,0.8501257613424029,2.2589566950328184
0.8073046185388321,0.017564977089576717,0.1621232696555437,0.6733278570475941,0.815360149535538,0.18947734292949792,0.5924893386326319,0.5074614258020964,1.816088573192185
0.5268560920692352,0.3620858981725654,0.6090573659969033,0.6622938535980643,0.42102779019668646,0.8844927217863559,0.6799501422808564,0.8739797534438739,2.0708171732757648
0.5621158917854574,0.4163574538615823,0.28784841830871477,0.7401621505476537,0.5838801196871846,0.36892840906585955,0.12843171686307708,0.15169618046909683,1.2698648179268317
0.01778551370599535,0.7971410819784563,0.8251230270477689,0.3609062539886322,0.4620692585818674,0.0685169169648272,0.12812839725557257,0.8714693924545526,1.1089104149434912
0.8311225340011652,0.5981149040592294,0.8668127587643755,0.8601965675335541,0.5619103862964856,0.4264174703937882,0.5617848134593026,0.46873518400489456,2.16885605213633
0.5445863117232386,0.9721137782659908,0.3753183254452368,0.3493490372780059,0.8939109567659203,0.5248988947501958,0.5447299242188236,0.8188248437775522,1.7343138378606875
0.5956118460878498,0.9910779354446309,0.4757641108647904,0.7948409409573305,0.11048965692227164,0.09849830286945105,0.6096589737711517,0.24339185979401523,1.5655420504247723
0.897796314891803,0.09730965228668209,0.936817931700138,0.9818917677853277,0.1660258238818869,0.876017967500535,0.8493313787107637,0.33142981866096777,2.7577672545735417
0.7382295246621898,0.3539036793142277,0.8364544439994241,0.3018895025965933,0.46429344550361307,0.8229193210262795,0.9609130201001638,0.5186825243400084,2.119678199538559
0.40240229882667844,0.8673916834865711,0.4746070501293066,0.14943375488706934,0.05422866944542737,0.32094920407687966,0.4717876397893578,0.6630556897331897,1.5017834551714706
0.20489932424356483,0.2883484165556359,0.973065463973703,0.496381963214085,0.9086397090763687,0.8169028350115941,0.5561479494644329,0.4343554142207685,1.9454798996633855
0.2639395975956107,0.031365799873452005,0.7151058314458713,0.8197928814287797,0.9122451384643903,0.7781052343261415,0.4025644928826049,0.0930989239790544,1.9384974636053747
0.9837028513093413,0.9486592563550523,0.3273414913783965,0.4719125982476231,0.2820860337192913,0.8597728416135081,0.1791168988685229,0.4998172724313742,2.0561952755315005
0.014907892279984125,0.9892544827906585,0.9089682899359381,0.9097532145168296,0.5500459556323417,0.43724356759188043,0.0419891757033124,0.28232710379353854,1.6114090196261177
0.20659860663541918,0.778076215396956,0.7382892202861732,0.14715181965436208,0.3173516057307385,0.023296866260748117,0.17630779247607953,0.06879079453302273,1.1096811661837165
0.9878418588612695,0.912493315400213,0.5928025755797537,0.27666382089329433,0.6412231415493315,0.26299908830976926,0.17236693412350734,0.389937680527659,1.6980716025486746
0.7846448996390056,0.12772221622221258,0.0737083652538052,0.47044699691702696,0.4970941938439172,0.754075713018873,0.4656762985557118,0.5310366236671252,1.4330988312441912
0.3601656734138289,0.024444357723121146,0.831366237225588,0.5219163235745269,0.653199550608965,0.5603113592550188,0.736974059760741,0.25781415537441643,2.4796657377296527
0.5372519422187201,0.8435405368864067,0.22975265655847865,0.3815210905440316,0.7080419885997438,0.7936113806331843,0.6713901869852271,0.744541780539001,2.392196821669205
0.8718618588086553,0.47058381986309417,0.5246749592519889,0.4756044336608446,0.7757976212283908,0.7764198593505512,0.6506025543779538,0.47957858432729294,2.069957349744711
0.32912542108304066,0.33594961357718645,0.18196243316951266,0.8514400501190011,0.5230433102479605,0.540175715249489,0.32496672153313466,0.490793629276989,1.6538440472205944
0.4109979716357146,0.5806860948493021,0.09362845486501614,0.7896193853376389,0.33878589365880807,0.5142639389527289,0.23688244724086338,0.7615062321010345,1.303067718876655
0.10493910076452173,0.5097681815234796,0.37892438125297523,0.09522658033605391,0.9849361184610879,0.41230137405437783,0.4115348783312768,0.6625103247984013,1.2090765463461253
0.8053326981644047,0.017523357662990957,0.34540934272268586,0.0299421510876956,0.32495381584725025,0.6524601914793259,0.0009485006120426576,0.7540137007068636,1.0123344845914248
0.5660908539665676,0.23942695555135285,0.1679705725465701,0.8249189013554811,0.13992407603069346,0.19400333357519128,0.5259303960914541,0.6459448383819664,1.3207587682184931
0.17285531523744224,0.18705477031443196,0.45547963788480783,0.9937709536234773,0.071186946398481,0.26331635441884205,0.4188725160455107,0.46144094421503834,1.6857698650526944
0.7834917748931791,0.2999688997490161,0.2922880163596864,0.2985009937303761,0.2989578952159577,0.19783972302338815,0.6954274372776635,0.5162815718551889,1.5978884090235808
