0,1,2,Y
0.9698632405300301,0.16268078986279821,0.8909828415851737,1.0494087064014148
0.7612195847483058,0.7906931442751719,0.2071032561838737,0.6807417653672944
0.02435181189815605,0.3453970459962169,0.9283572493251249,0.7837872382164067
0.7349928318681828,0.8526292913133959,0.26902468084833253,1.166317991210156
0.19512538628217158,0.22429005276128966,0.7912814921204774,0.7208644771365527
0.4517919354690263,0.6950548839387141,0.28138974718099086,0.7042489941409559
0.30211028441866206,0.37003536316702723,0.3800743797878665,0.586777749921534
0.1528919490710532,0.05389279123839852,0.6239082845302307,0.39887451827164144
0.839594990815662,0.30270614284150055,0.5106945946884468,1.331386737332757
0.9767998527576904,0.562594535148731,0.9845408472806619,1.5712008203638645
0.45861970353128634,0.9050383015342508,0.393513059485473,0.009667456957588638
0.5544808755739641,0.5993926995260443,0.1086929158511939,0.5851341527535676
0.39534871368953683,0.048625814287668656,0.47545143114477484,0.31156894702829246
0.4487944442680125,0.7686924706769597,0.5423624297035665,0.7644880148688485
0.7056831026812467,0.8680329740558722,0.5355054521719345,0.9575570713167565
0.9773971005641243,0.04997754813433852,0.9506856322805911,1.491150829737495
0.08980961362814632,0.11061588766908559,0.7596100307921463,0.6387218753614624
0.9772882521600178,0.052249088054130755,0.10486235210873962,0.9999122064913888
0.9245008301396854,0.7982237739940508,0.48243507985756706,0.9595885818867917
0.7275472009303487,0.5322294194222149,0.058740047662381056,0.21278436146490565
0.9615563469914361,0.3482263351643865,0.5574375635228439,0.9139464731888143
0.7350628565028805,0.44918952976624527,0.26443319005539245,1.036548535967671
0.9155620842459181,0.8707438333212836,0.032194026298113965,0.39924630686533785
0.01919650613088897,0.35051317571507024,0.016978687145225546,0.27632678930890975
0.268459494247241,0.6660224980796607,0.7123361596936291,1.229875689820836
0.6518659289058252,0.884926472941573,0.7337949835609844,1.198252167755469
0.5586960536481043,0.4031415422355359,0.2611384792970123,0.4482842334783647
0.05271358441758145,0.8646695124075536,0.6265562178597236,0.5630700180664969
0.7140130529772335,0.9273012510089886,0.3536596054129555,0.7199688061449372
0.014410230535096047,0.7290917396970187,0.2878180944597458,0.34050072467241865
0.7185380762157856,0.036736055095200615,0.471203205335345,0.6442362154337296
0.4718302101843844,0.3123193951236838,0.07308770716024404,0.45878685012874226
0.6176813047004077,0.10305000059175873,0.4721450806200238,0.3322390432572417
0.8692937156504,0.3027690240731167,0.7252393201181567,1.099283317513506
0.5146408208771205,0.5359241147934334,0.21983848410088025,0.6698002699734525
0.33623486932125,0.47539845775520573,0.682976585396642,1.5263317710584117
0.0018042028063931514,0.14950533359818785,0.036724620953414444,0.29414524040894674
0.49437598279351946,0.5644761627212295,0.8289271073246288,1.2208841975195135
0.05106367581083848,0.7163891047195395,0.21500086017495712,0.37950560285464896
0.5405358383110469,0.856602471036086,0.500558029836762,0.9762992090640528
0.5295617436469865,0.9505297466071855,0.3065314127169956,0.8313095050606484
0.8813447047082579,0.19907861880708122,0.8491229582611789,1.192623316765763
0.6326148800828439,0.7260864329342369,0.2855281219176663,1.2807598874369654
0.21593768465876095,0.6262265286192611,0.14803093731723216,0.5332540292875739
0.9746120280414122,0.7300286167693167,0.1837125407559722,0.3831733941875227
0.609715735398472,0.6428049937508388,0.16331196023902084,0.6803159797575203
0.6649263978699721,0.6580655870878792,0.7317768962763614,1.229889691748093
0.4669118766881898,0.0799772785061682,0.3159761174816662,0.5453717709957141
0.1979768432279524,0.6494316131442301,0.07253878634320865,0.2419463073583572
0.9686520798522756,0.4838209684824458,0.5500780970317113,1.3100437357322932
0.04593198014594091,0.7134069994829633,0.033429277702094806,0.42523735631007165
0.4874079535947673,0.8409620372520227,0.4517811841832309,0.6301238393960651
0.4262700391356208,0.7137611588428338,0.5974852845712261,0.7957737902793395
0.06593948256303861,0.09291967327853701,0.2732885862336981,0.2589998178752239
