0,1,2,3,4,5,6,Y
0.2601451601901855,0.9766469749932014,0.605452288557352,0.7617977714993027,0.6589977104497591,0.4134541810095985,0.7075221501926984,2.593587245676762
0.4153766406544349,0.43166498098891515,0.309454626321257,0.8895082716860717,0.11531906541715775,0.4138708550262993,0.9396580235172458,2.629291804512564
0.3272758155564416,0.09553619284127501,0.13586763203265362,0.8380376346977818,0.06842503296802593,0.8524301000648427,0.2506145810146735,2.1869241735636344
0.44135069079465006,0.6656290668745161,0.14069501558426045,0.32162412762379244,0.12388642782585602,0.17049416856964705,0.5674353984686615,0.9556338503191835
0.017317452409037704,0.7473299568756058,0.05641004972328978,0.9342985349624352,0.9553618692359005,0.6230441036648132,0.8598990869903721,2.9959866280859604
0.24997811234156264,0.9851980751711619,0.6097494170979012,0.9510146490899599,0.48100769392605724,0.43109524835720514,0.48479394426180233,4.1895802057967835
0.8436161025859633,0.5233515999392707,0.4460369542765805,0.007916288199142585,0.2260867624045375,0.7048563257366017,0.8355583410650982,1.894760631561999
0.24142483134407267,0.06580727292565502,0.6846567934751644,0.02755620647747914,0.5818304042455139,0.9950948180837472,0.5785155248992361,2.374641326520262
0.99360176920873,0.17904926118850728,0.77530486400712,0.35214697009888374,0.11819983406627066,0.047632691885249545,0.754413925453073,1.9884717230850777
0.49568227162164324,0.8859838255608059,0.026356618290429012,0.27641255576836443,0.38378862563961913,0.507898091920027,0.9589620211345239,2.593729653223375
0.6783089085677232,0.6583154812401892,0.6900130793336287,0.8590050690321441,0.6172103762875782,0.23919592805223144,0.07302904057914383,2.392700977265709
0.5595493335682264,0.6540845673275973,0.28173146413109484,0.31518451603378317,0.5589550191418647,0.3872927713448082,0.15314917339926182,3.0142525532549236
0.6852011442451542,0.9209998482678848,0.459914259727494,0.19638616864720226,0.22682233499593574,0.6365164078942488,0.129280974897242,1.2229606571589384
0.8177581743750244,0.42052019224229265,0.7176518520926591,0.29619257575710844,0.9802181184042098,0.3589994755614472,0.1461094043907455,1.1191499907323728
0.6256492316828532,0.5188148862101619,0.1685849724168309,0.20331448643511985,0.28489972923877493,0.9156147266917644,0.621995817477167,1.5394835469165542
0.34926488271057343,0.9452868794714253,0.6098329207397358,0.5692510596220368,0.9006244290353692,0.9333953944523676,0.13197090659477018,2.1791970017047992
0.6046554820931452,0.1847461811870572,0.8513031235454417,0.5319373320000716,0.6582866314349035,0.15209337602457973,0.5502861319679262,1.8313692339685224
0.5514507307313867,0.19181111803716344,0.9014408065723171,0.0419537222721621,0.09766936268586146,0.3081562644732111,0.6690034721903942,2.03740561790404
0.5775532128106494,0.5849673631636318,0.982207845216624,0.7569456884238598,0.6314539228573278,0.6342044709815445,0.1780663300207873,2.1363542988339095
0.3143432004134463,0.21667662295885093,0.5247743551616935,0.49876347476908856,0.4703392201844355,0.33782809975842854,0.10510154773758384,1.9346383130555505
0.19111305369666698,0.6673509619684738,0.5582590334837525,0.23280247924873576,0.1346745929594838,0.0788365079090192,0.005822163441050798,0.19531201188511882
0.7341938202016224,0.6383657271369482,0.03027382154873226,0.9708351256086394,0.37579161895339064,0.5988053264443611,0.44012954778426705,2.8805052376455236
0.38933407815575594,0.5652630607759449,0.20569882390566674,0.24870114076256966,0.7175348095493057,0.2830070582265196,0.7352171685247609,1.7457019750655183
0.9274881933999755,0.44065894495489666,0.7287388009534661,0.13502985170344217,0.2784122616638539,0.936534073436473,0.8623314607643997,2.8043385735705018
0.24738499706088712,0.7183137196348358,0.7550910996235345,0.6230612442628944,0.8510469925061231,0.34857153419338627,0.995151018012112,2.4870431238353783
0.3913164963326784,0.6402579498665009,0.18552987957584244,0.5196947652596887,0.42166657653312545,0.4325343658435129,0.6723501402457911,1.7340548126313218
0.9981655397444924,0.4057358500734961,0.21248581426314583,0.49621162490232207,0.25410639471420615,0.20039391058006595,0.8973242113100114,3.4826554477259117
0.44727465203245675,0.1210083450242968,0.2850067242176646,0.5524087400345197,0.22362132227499665,0.11361760986290947,0.21206206511158987,0.2859377194471563
0.8365806008366038,0.7053311549677183,0.7548258287619255,0.5320654984317543,0.06205913456311618,0.972660026951414,0.4844958529368808,2.5277538341107433
0.25669428288287277,0.2190595929183422,0.9786743788532521,0.31240141775120056,0.3669554289150464,0.5421492432910185,0.3800706388021384,1.6020675183543576
0.24991528288519016,0.4031950789660519,0.3628489774158843,0.43613437372871566,0.11738391122939051,0.9266628747200962,0.8000206777987829,3.130989559068228
0.1822217385843079,0.7772943706934364,0.23075083343414293,0.8516645228912112,0.5471685502312095,0.9414130045916003,0.4844146704797234,2.468707702133279
0.28731253446834637,0.6249781663414972,0.5387344577110018,0.8033282855886943,0.8649930102735794,0.11543517213725063,0.09390581473769144,1.8750942685377272
0.31011448340682624,0.446996445199479,0.8918011124913311,0.06788522350779136,0.6164417802032376,0.21776159905024617,0.27532964027691353,3.486172965783517
