0,1,2,3,Y
0.20332751298492124,0.5354790811172531,0.8080173043981466,0.9784696642739075,2.2937647359901727
0.8949429865854204,0.5356651267820213,0.573452347230067,0.4313392789933691,0.4711624040054794
0.8674788926453558,0.23602095570210269,0.6626944695300468,0.7203787082434395,5.476989849985312
0.8448932510102583,0.404272212270294,0.7265840444888927,0.13456027723543973,0.6883454006242143
0.5995931807193915,0.34034651839399077,0.8441560549609316,0.971982863707487,3.6639790722877015
0.10304880384329484,0.04459933075074651,0.23145381078131533,0.13833006348689347,-0.5251729756419019
0.7266607716587566,0.18022127266660282,0.35554407831981916,0.7446779531076552,2.0149785183216946
0.14682379757718356,0.3682442147234991,0.4902345770467531,0.7119601986321356,2.0780180043915006
0.7399041515908895,0.8798030271469317,0.9429872842596856,0.4889630347577253,3.1546297372187286
0.5100550920846583,0.9481310632400013,0.19862535654292313,0.5256462195223648,3.838749856555211
0.3944297825914628,0.3578128721786552,0.08091043527997333,0.6378945691369426,2.452150225092211
0.7269593193458603,0.9815842069629331,0.4826284289869094,0.9749402387800707,2.015399725095685
0.6177002449053499,0.2960753760281333,0.7604771794020616,0.22881949459862627,1.069640740047699
0.6723959138463058,0.24692010848545554,0.07494930732910154,0.19990073188141277,-1.3136587442571592
0.8791221155534646,0.40955561376492,0.04307429146736552,0.5341842382168773,3.176181650427398
0.02964236392886843,0.17210658250641642,0.0671612718610014,0.4866351703213935,-0.3108467259192852
0.8975844360951165,0.9342435571210889,0.5142640697513866,0.21955123480994798,2.9939326534236566
0.4065508145304517,0.6906936323690857,0.9731021748204551,0.03680082494868664,2.519094179376628
0.3403323265210795,0.38352061352366673,0.2888712095691067,0.04708564609541832,0.5050192160012699
0.0353115993516272,0.22805390341202703,0.9130217862245708,0.7217499731889174,-0.2709327061441493
0.09598071047318513,0.309775395959328,0.5727406471671865,0.07959746254461864,1.3974818876745312
0.457400153270342,0.5584117614711752,0.4396806988153453,0.9139832873129308,2.938319328496517
0.48052713274399816,0.675378630375387,0.7353894060005041,0.7286873817768873,2.5145014932303367
0.19405733031074213,0.020032906328561695,0.4020806660954792,0.3266947663120613,1.353071614298043
0.41083449781881987,0.16895933250784823,0.34984625348235965,0.9096383447785279,1.224852798940021
