0,1,2,3,4,5,Y
0.7583509946888863,0.9854641029716098,0.814787894266729,0.8909854231893705,0.7177309730879217,0.6269495111637634,5.899590864470921
0.7230697028470583,0.9378266897447917,0.14795362725047778,0.5719921441926024,0.7163790990042288,0.5043132167607063,6.554935248781613
0.16903688295599484,0.3206457015344827,0.15571136204733582,0.3895925333383897,0.6115655852094629,0.039445547256903746,-6.303215659427976
0.8663785059077495,0.6698246079583248,0.7923000751644589,0.2434771572103609,0.6951681930246908,0.7512226258569373,3.958097480298452
0.3200482769954015,0.9204716576432028,0.6114569846245294,0.9164154176307672,0.286963570513067,0.7038249713032639,-3.994134925522271
0.8440223891949143,0.45698091291234866,0.648603511059677,0.9055222105847512,0.5898934695421063,0.9600416934747126,2.7406160592012982
0.7562333996629005,0.9830721895482001,0.7052010391615651,0.9669754240438533,0.471145195473492,0.12594938175184678,3.2897693823873317
0.012784197826411381,0.210966063252219,0.544417058749539,0.2180012324197811,0.362644671121623,0.17589119200632386,4.122964397083676
0.9539602573497267,0.44173350887605967,0.6633261703074378,0.912121621012313,0.0845166857137516,0.5669031529244979,8.203426783108608
0.7956448983152702,0.9641114746243962,0.8276690384644574,0.04464812547560448,0.6990274668214814,0.40006346025755135,6.587309223465678
0.04467184797393642,0.6359162390316214,0.0015323226167666126,0.9118532824936367,0.31689745848844253,0.988852483255102,-2.919842172459682
0.6476674136773066,0.1693989333341177,0.592295718613342,0.49527486798218745,0.3183866991475063,0.8393441120382392,-5.277673116930372
0.5231820078832298,0.2056812523947481,0.2706088954412128,0.16042402648916554,0.6012353399066234,0.7428057172962437,-8.015483270092723
0.5912691080640793,0.5309556428909128,0.13143312656675,0.8061343037382314,0.5969823367113632,0.3966928584493391,-4.195676475117946
0.14511935966866796,0.7406119100567525,0.5983404894002882,0.8374524424127407,0.5876726200946344,0.787282971911953,3.0527323648710176
0.2602450063091488,0.7126300436486331,0.08712008353669887,0.992460595452911,0.42079778594676887,0.2974052898931189,-3.3110240127857886
0.17868071500945026,0.8094283146390312,0.7622371862159495,0.4810621618850339,0.7724561762754508,0.35100125608328303,-0.6753699587859558
0.8242600116266143,0.7810053137307265,0.4795284031786622,0.6139703531393416,0.7399597582381726,0.2953481492686575,8.864047800372187
0.6622608185582268,0.6192496207864643,0.3253108997814833,0.5423275932944256,0.9020713453217533,0.2690838067045416,-2.247676626415913
