0,1,2,Y
0.9380015256177264,0.31175142331557404,0.8777018395511812,0.7476500570311639
0.8459088864075384,0.6611277924257456,0.7379120711758094,0.9858516754974664
0.7766003941061937,0.9140078478141388,0.494367629038989,1.1098030303560333
0.05327588987462484,0.37535668622090956,0.8224134725773091,0.5983015704491386
0.12625507629498856,0.7559065202893009,0.035600022901883355,0.6949464313274376
0.8226122253016483,0.059635932804172564,0.5600794970317835,0.3929032233542662
0.8949754587721578,0.5945016175936135,0.33530577992347976,0.7905907333968182
0.18197401932780477,0.960658878037175,0.5767137474491468,1.0585669516252214
0.3484286038511437,0.13615946893083297,0.21468452933479643,0.2648240813954583
0.17270754976833258,0.7499344547281759,0.9850808495586982,1.0040976908549215
0.0073936516476338365,0.23088215527591205,0.12071232430325918,0.24213819282850746
0.3978702583116944,0.5221033130121149,0.5071057229203062,0.6834070222525944
0.38953787445617727,0.671521947964248,0.19378446114683034,0.7191492985068795
0.4122295302183312,0.9001197401069472,0.9376440620259288,1.1738418544339961
0.6395749763652393,0.7132590880172733,0.4158139199050591,0.8795548522513499
0.11467822107392234,0.350611485008265,0.1818903802803985,0.38737011509275665
0.6616356641230114,0.6512581092119758,0.524950339413254,0.8566443688328176
0.874962160734582,0.8906579421388752,0.2736681012622939,1.0356884390335663
0.6069830520805972,0.5666270695735923,0.32059665363465384,0.712241912230527
0.6841528848557399,0.6067770777596474,0.5612729148137324,0.8260197672846773
0.401281519318061,0.6398885896684464,0.4957902002832866,0.7971516852248555
0.2274039797138908,0.34050802757504983,0.8120090914221002,0.5918379305220175
0.4847297416382226,0.7231934143469723,0.851688014102446,0.9902830322971206
0.9487875333659525,0.7071263269404031,0.37338450746014906,0.9278491200689286
0.44174921120032207,0.5761495089090765,0.7820977143110095,0.8459331498445153
0.14392036287237675,0.010002846429843948,0.08588611514197286,0.05585694570884604
0.5725731909489242,0.9524140143952095,0.38394159672365413,1.0666266905648156
0.8250499638874604,0.16563533875489467,0.961129239317145,0.6170019884335949
0.5547847619033602,0.7897985988842909,0.45185015334871215,0.9367778728792121
0.31788290044358325,0.6264486500190573,0.6237761079242615,0.8052842017816721
0.47041813540116173,0.22916095188234875,0.4797744170056426,0.44735451604689197
0.6471627774408774,0.36228775443875094,0.21995410291497064,0.515182768558289
0.7392736257443157,0.8144610166011366,0.280499866766977,0.9497166719226967
0.7874714432417376,0.8653146425235669,0.17722444294123552,0.9731468613695735
0.9997968680331425,0.654531734310015,0.06834812734573026,0.7978721332585174
0.4962140443487487,0.900329012469917,0.173273553466047,0.9363135849714483
0.4399324477755894,0.5795119885490283,0.5975252936534573,0.7795965975012776
0.47227178183931573,0.10386075336874079,0.9712764053099819,0.4920311088824246
0.6588950048428915,0.7030006803188621,0.7664525379808098,0.9859127497042594
0.15165490537379112,0.23814426712165127,0.15463986695608445,0.28935664074771345
0.37119144259820425,0.38594895063044476,0.3261499925119994,0.5106701150335636
0.27960595084671636,0.1387451618594251,0.9613724994364385,0.48953399722206814
0.8533333863213131,0.599025367537058,0.2546983236860755,0.7622053821357874
0.015224081768120401,0.6165116627757636,0.8260196638839066,0.7977551773380879
0.4438826493301702,0.0281834117589701,0.6069540752775437,0.30752907811308905
0.8088232516533542,0.30338360295805233,0.21697090747610293,0.5025759993107929
0.4370207576958083,0.4198067668705193,0.49774204343837536,0.6179638027345651
0.11448968353593036,0.14070961496747436,0.8612245849445497,0.4172520378482224
0.2060049947094027,0.6708007974723296,0.00711348651760868,0.6212404055308198
0.971240238543117,0.7661846019169022,0.8497932578438088,1.1319325120119461
0.23642496661959522,0.26312253401870833,0.34030668562203914,0.3806165236924137
0.05131072195422248,0.8984374672330648,0.00038713366959508555,0.7899228656802934
0.23115508201058887,0.36915814722759355,0.9951177097755629,0.6823293230516226
0.7111621742923571,0.7298936674246553,0.5639612626550408,0.9542079936347905
0.8941189059346027,0.40534304629237417,0.40881897184832494,0.6609975929373162
0.8347009410923525,0.04947929748197044,0.1812116453538961,0.2603672931103248
0.28897490141743987,0.06540221175282479,0.4161839850287117,0.24871019534664093
0.2685037056148297,0.49442832655765734,0.9381253083158806,0.7805469616887679
0.8556793613747675,0.35468484560212676,0.2804195565811818,0.5691346728183918
0.545324506381394,0.9181660708724666,0.7786067047235516,1.1564353330867414
0.37989977558900323,0.6971754586898825,0.9237207441211768,0.9797943958433453
0.15160929953067925,0.1226479136064309,0.9036310777538441,0.42017736733797406
0.1150332925420916,0.7397268780189422,0.32415704903363074,0.7717272310428556
0.16848022015640396,0.8458339731479826,0.4927625407748797,0.9192904190650829
0.5293617095932408,0.6692869450310385,0.24272509776644702,0.7602710653662561
0.31328166594564955,0.3769232728309908,0.13466135956890435,0.4408507546847289
0.39951919368920963,0.3235226227722692,0.2273639532037287,0.43472709987736297
0.9970718500184507,0.4489575626075989,0.2408009199927601,0.6656930788735685
0.1859870199199345,0.3993352034887324,0.5609660347156802,0.5624868045185377
0.855084670810854,0.7882524823059389,0.2269138771669863,0.9265254394415372
0.4234940687141362,0.8619626147762948,0.7477919879863352,1.065151075863146
0.5096718467432461,0.9008848807344048,0.34043059768627437,0.9838327301090929
0.9087463144539506,0.03747328125457927,0.35240956745604424,0.33616362150795
